"website","url","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/asesor-comercial-divisiones-agroalimentaria-hosteler%C3%ADa-industria-talleres-at-compa%C3%B1%C3%ADa-fabricante-de-productos-y-soluciones-qu%C3%ADmicas-desde-1978-2551318757,"Company DescriptionCompañía Fabricante de Productos y Soluciones Químicas desde 1978, en su continua expansión nacional e internacional, precisa cubrir varios puestos de vendedores-as para su Departamento Comercial en sus Divisiones: Agroalimentaria, Hostelería, Industria, Talleres, Construcción e Institucional. Job Description: -Asesorar sobre nuestros productos y novedades en función de las necesidades de los clientes.Ofrecer y vender nuestros fabricados en la pequeña, mediana y gran empresa.Gestionar y ampliar su propia cartera, disponiendo de total autonomía para trabajar con los clientes de toda su provincia.Realizar las gestiones necesarias para el buen desempeño del puesto en función de las directrices y normas de la Compañía. -Experiencia en ventas, ganas de trabajar y vehículo propio. -Formación y apoyo por cuenta de la compañía.Todas las ventas se abonarán en el mes en curso, independientemente de la forma de pago.Posibilidades reales de promoción a puesto superior demostrando valía.Productos de rotación y consumo diario en el sector industrial.Autonomía, ambiente de trabajo dinámico y gratificante, flexibilidad horaria y organizativa en función de sus necesidades particulares.Incorporación inmediata, no importa lugar de residencia.Contrato mercantil, con altas comisiones más varios incentivos por objetivos de ventas.Catálogo: Contamos con más de 300 fabricados orientados a todo tipo de Empresas, Profesionales y Particulares. Ofrecemos asesoramiento y soluciones personalizadas a nuestros clientes, con productos desarrollados con la máxima tecnología, calidad y sostenibilidad.Clientes: Construcción, materiales de construcción, hostelería, restaurantes, cafeterías, empresas de limpieza, colegios, residencias, talleres, lavaderos de vehículos, industrias cárnicas, mataderos, secaderos de jamón, almazaras, naves industriales, almacenes de cereales, granjas, industria láctea, tratamientos de agua, empresas de transportes, empresas de desatasco, conserveras, ayuntamientos, centros deportivos, centro de ocio, campos de golf, concesionarios, centros comerciales, comunidades de vecinos, urbanizaciones, industria naval, suministros navales, embarcaciones de recreo y pesca, astilleros, ferreterías, suministros industriales, invernaderos, viveros, bodegas, etc.","Valladolid, Castilla y León, España",Compañía Fabricante de Productos y Soluciones Químicas desde 1978,Algo de responsabilidad,Jornada completa,"Dotación y selección de personal,Artículos de consumo,Recursos humanos","Ventas,Gestión",2021-05-15 12:36:14,2021-05-15 13:00:00
linkedin,https://es.linkedin.com/jobs/view/asesor-comercial-divisiones-agroalimentaria-hosteler%C3%ADa-industria-talleres-at-compa%C3%B1%C3%ADa-fabricante-de-productos-y-soluciones-qu%C3%ADmicas-desde-1978-2551317828,"Company DescriptionCompañía Fabricante de Productos y Soluciones Químicas desde 1978, en su continua expansión nacional e internacional, precisa cubrir varios puestos de vendedores-as para su Departamento Comercial en sus Divisiones: Agroalimentaria, Hostelería, Industria, Talleres, Construcción e Institucional. Job Description: -Asesorar sobre nuestros productos y novedades en función de las necesidades de los clientes.Ofrecer y vender nuestros fabricados en la pequeña, mediana y gran empresa.Gestionar y ampliar su propia cartera, disponiendo de total autonomía para trabajar con los clientes de toda su provincia.Realizar las gestiones necesarias para el buen desempeño del puesto en función de las directrices y normas de la Compañía. -Experiencia en ventas, ganas de trabajar y vehículo propio. -Formación y apoyo por cuenta de la compañía.Todas las ventas se abonarán en el mes en curso, independientemente de la forma de pago.Posibilidades reales de promoción a puesto superior demostrando valía.Productos de rotación y consumo diario en el sector industrial.Autonomía, ambiente de trabajo dinámico y gratificante, flexibilidad horaria y organizativa en función de sus necesidades particulares.Incorporación inmediata, no importa lugar de residencia.Contrato mercantil, con altas comisiones más varios incentivos por objetivos de ventas.Catálogo: Contamos con más de 300 fabricados orientados a todo tipo de Empresas, Profesionales y Particulares. Ofrecemos asesoramiento y soluciones personalizadas a nuestros clientes, con productos desarrollados con la máxima tecnología, calidad y sostenibilidad.Clientes: Construcción, materiales de construcción, hostelería, restaurantes, cafeterías, empresas de limpieza, colegios, residencias, talleres, lavaderos de vehículos, industrias cárnicas, mataderos, secaderos de jamón, almazaras, naves industriales, almacenes de cereales, granjas, industria láctea, tratamientos de agua, empresas de transportes, empresas de desatasco, conserveras, ayuntamientos, centros deportivos, centro de ocio, campos de golf, concesionarios, centros comerciales, comunidades de vecinos, urbanizaciones, industria naval, suministros navales, embarcaciones de recreo y pesca, astilleros, ferreterías, suministros industriales, invernaderos, viveros, bodegas, etc.","Castellón, Comunidad Valenciana / Comunitat Valenciana, España",Compañía Fabricante de Productos y Soluciones Químicas desde 1978,Algo de responsabilidad,Jornada completa,"Dotación y selección de personal,Artículos de consumo,Recursos humanos","Ventas,Gestión",2021-05-15 12:36:22,2021-05-15 13:00:00
linkedin,https://es.linkedin.com/jobs/view/supervisor-a-de-cuentas-at-empresa-confidencial-2544749560,"Agencia de publicidad está en la búsqueda de un/a Supervisor/a de Cuentas con experiencia en el área de publicidad digital.Entre las responsabilidades a desempeñar:Detalle en la supervisión de proyectos.Gestión y captación y trato de nuevos clientes con visión de fidelización.Diseñar y comunicar propuestas ideadas para las necesidades de nuestros clientes.Elaboración y revisión de presupuestos e informes de gestión.Desarrollo, análisis y revisión de briefings y estrategias para campañas y proyectos.Coordinar y supervisar el desarrollo de proyectos con los departamentos de producción y medios. Requisitos:Más de 3 años de experiencia demostrable en gestión de proyectos.Experiencia previa en agencia de publicidad.Experiencia en desarrollo de campañas digitalesVisión comercial y vocación al cliente.Se valorará que hable inglés y catalánExperiencia en el uso de formatos digitales; excel y en la estrategia de marca.Conocimiento del mercado y de nuevas tendencias en marketing digital. ¿Qué te ofrecemos?Salario competitivo Proyección de crecimiento dentro de la empresaEntorno joven y ambiente agradable Bonificación por resultados","Barcelona, Cataluña, España",Empresa Confidencial,,Jornada completa,,,2021-05-15 13:31:55,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/desarrollo-comercial-y-marketing-de-ventas-at-comercial-de-ventas-2544749553,Experiencia en ventas. Marketing digital. Atención al cliente.Trabajo en equipo. Capacidad para la toma de decisiones.,"Luarca, Principado de Asturias, España",Comercial de ventas.,,Jornada completa,,,2021-05-15 13:25:36,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/comercial-at-programas-grupo-jd-s-l-2551329934,Personas proactivas que les guste trabajar por objetivos que quieran trabajar de verdad.,"Granada, Andalucía, España",Programas Grupo JD S.L.,,Jornada completa,,,2021-05-15 13:56:23,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/technical-account-manager-at-fortinet-2544752429,"Job DescriptionWould you like to join the leading global provider of network security solutions to help strategic accounts optimizing their customer experience? At Fortinet we are looking for a Technical Account Manager to build a long term trusted relationship by operating as primary technical advisor for key enterprise customers.As Technical Account Manager you will develop a deep understanding about the customer business/technical needs that will be used to provide technical support solutions tailored to their needs and challenges. Your proactive guidance will help keeping the customers mission criticalenvironments healthy by identifying potential issues before they become problems and improving the overall customer experience via best practices and technical recommendations that will optimize their return of investment.If you are keen in helping customers achieving their strategic objectives while working on cutting edge security products then come and join our team.Key Responsibilities Develop a deep understanding about the customer business/technical needs to provide technical information, guidance and support Become a trusted advisor by proactively guide your customers with technical recommendations and best practices Run advanced troubleshooting on the full range of Fortinet products, reproduce customer environments on lab equipment, recommend potential new solutions Take initiatives and ownership of customer incidents to drive for timely resolutions Manage customer communications and expectations until the closure of each case Participate in customer conference calls or face to face customer meetings Produce service reports to summarize service activity and performance for key stakeholders Report Software/Hardware related issues to R&D department and assure follow-up Skills And Attributes Requirements Good understanding of data networking protocols, specifically TCP/IP, routing and switching Hands-on experience on security products and technologies (e.g. Firewalls, IDS/IPS, DDos, VPN, Web application Firewall) Strong troubleshooting and problem solving skills Face to face and remote customer management experience Previous experience in a technical support position with telco or large enterprise space. Strong interpersonal and communication skills Previous experience on Fortinet products is an advantage Educational And Experience Requirements Minimum of 6 years of experience in a technical support/post-sales role Bachelor’s degree in Computer Science, Software Engineering or related field, or an equivalent experience Fortinet certification NSE4, NSE5, NSE7, NSE8 a distinct advantage","Madrid, Comunidad de Madrid, España",Fortinet,Algo de responsabilidad,Jornada completa,"Servicios y tecnologías de la información ,Seguridad del ordenador y de las redes,Software",Atención al cliente,2021-05-15 13:54:48,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/danish-finnish-norwegian-and-swedish-video-game-translator-at-localsoft-s-l-2551320615,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business areas including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently looking for English to Finnish, Danish, Norwegian and Swedish video game translators to work remotely on our ongoing game projects.If you have experience with video game localization projects and excellent linguistic skills, we would like to hear from you!As a video game translator you will be localizing games for different target audiences taking into account the genre, style and terminology to ensure that players enjoy their gaming experience.Visit www.localsoft.com - Watch our video www.localsoftgames.comRequirements At least two years of experience as a video game translator Good knowledge of game genres and platforms English with full working proficiency Excellent native language skills CAT experience especially MemoQ Consistency, punctuality and an eye for detail Follow instructions, checklists and glossaries Successfully complete tasks to the highest standards respecting the deadline","Málaga, Andalucía, España","Localsoft, S.L.",No corresponde,Jornada completa,"Servicios y tecnologías de la información ,Software,Videojuegos",Otro,2021-05-15 13:02:01,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/game-tester-korean-at-localsoft-s-l-2551322068,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business sectors including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring Korean Language Game Testers to work in our HQ in Málaga, Spain.If you have previous game testing experience or you are an avid gamer with excellent linguistic skills, we would like to hear from you!As a Game Tester you will be testing games to detect and report grammar, spelling, punctuation and other linguistic and cultural errors in your native language.Watch our video! https //www.localsoftgames.com/Responsibilities Follow company policy and values Follow established processes, instructions and QA checklists Take full ownership of each phase in the project life cycle Successfully complete tasks to the highest standards Be aligned with Localsoft’s security and code of conduct Willingness to learn and improve, support other team members and go the extra mile Requirements English with full working proficiency Excellent native language skills Capacity to work in a multicultural, dynamic and deadline driven work environment Good knowledge of game genres and platforms is a plus Good teamwork and interpersonal skills Proactive and positive “can do” attitude Understanding the importance of quality, customer service, confidentiality and security Benefits Opportunity to work with a professional international team in a dynamic work environment Opportunity to work with renown clients (publishers/developers) Cafeteria & Games Soft Drinks Fresh Fruit Additional Information Valid work permit for Spain is required Testing is performed in Localsoft’s secure testing lab in Málaga, Spain This is an in-house position, remote work is not possible","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Contrato por obra,"Servicios y tecnologías de la información ,Software,Videojuegos",Control de calidad,2021-05-15 13:02:11,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/game-tester-thai-at-localsoft-s-l-2551320613,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business sectors including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring Thai Language Game Testers to work in our HQ in Málaga, Spain.If you have previous game testing experience or you are an avid gamer with excellent linguistic skills, we would like to hear from you!As a Game Tester you will be testing games to detect and report grammar, spelling, punctuation and other linguistic and cultural errors in your native language.Watch our video! https //www.localsoftgames.com/Responsibilities Follow company policy and values Follow established processes, instructions and QA checklists Take full ownership of each phase in the project life cycle Successfully complete tasks to the highest standards Be aligned with Localsoft’s security and code of conduct Willingness to learn and improve, support other team members and go the extra mile Requirements English with full working proficiency Excellent native language skills Capacity to work in a multicultural, dynamic and deadline driven work environment Good knowledge of game genres and platforms is a plus Good teamwork and interpersonal skills Proactive and positive “can do” attitude Understanding the importance of quality, customer service, confidentiality and security Benefits Opportunity to work with a professional international team in a dynamic work environment Opportunity to work with renown clients (publishers/developers) Cafeteria & Games Soft Drinks Fresh Fruit Additional Information Valid work permit for Spain is required Testing is performed in Localsoft’s secure testing lab in Málaga, Spain This is an in-house position, remote work is not possible","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Contrato por obra,"Servicios y tecnologías de la información ,Software,Videojuegos",Control de calidad,2021-05-15 13:02:20,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/it-administrator-at-localsoft-s-l-2551323037,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business sectors including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring an experienced IT Administrator for our HQ in Málaga, Spain.To be successful in this role, you should have a minimum of 5 years of experience as an IT Administrator.Requirements A valid work permit and availability to work from our Málaga office Native or near native level of English (written and spoken) University degree in Information Technology, Computer Systems Management or similar Manage, maintain and monitor company's IT infrastructure networks, servers, personal computers and peripherals to a very high standard and in a very confidential and secure work environment Cisco certifications and a minimum of 5 years proven experience in IT Admin roles with full ownership of company’s network management Comfortable under pressure managing tasks, multitasking, adhering to deadlines and being accountable for results Excellent communication skills with attentive listening, clear writing and reporting Outstanding organizational skills with a proactive “can do” attitude, able to set up goals and maintain deadlines Excellent research and planning skills with efficient problem forecasting, identification, definition, analysis and well-thought out solutions Outstanding ability to read and decipher material and documents, recognize and extract critical data Ensure the correct and optimum functioning of systems and applications at all times Provide solutions in a timely manner Foresee and report company’s global IT needs Document processes, follow and create internal ISO based procedures Evaluate and recommend beneficial modifications, programs, structures, etc. Actively participate in the setting up of equipment Point of contact for our international client’s IT departments Point of contact for IT suppliers Required Proficiency Windows Server DNS, DHCP Exchange Server MikroTik and/or TMG Create access rules, activation of services IP management Network architecture Router and Switch configurations Active Directory Activate/deactivate users in the Domain and email Balancing, NLB, VPN Terminal Server Security directives Antivirus management (TrendMicro) Cloning / Management / Admin Internet Information Server (IIS) management Untangle server Windows XP WINS network services MS Office VMware vSphere Virtual Center, iSCSI, DRS, HA Backup Tools (Veritas Backup Exec) WSUS Office Communicator Desired Additional Skills Sharepoint SQL, MySQL, PHP Videoconference systems Visio, PPT, Project LODP (Data Protection Act) BenefitsWhat we offerFull-time position in a well-established localization/testing company Opportunity to work with a professional international team in a dynamic work environment  22 paid holidays per calendar year Summer timetable Free yearly medical checkFree parkingRelocation pack","Málaga, Andalucía, España","Localsoft, S.L.",Intermedio,Jornada completa,"Servicios y tecnologías de la información ,Software,Videojuegos",Tecnología de la información,2021-05-15 13:02:29,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/traditional-chinese-video-game-translator-at-localsoft-s-l-2551317958,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business areas including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently looking for English to Traditional Chinese (EN-ZHT) video game translators to work remotely on our ongoing game projects.你從事遊戲翻譯嗎? 有興趣加入我們正在進行的酷炫的遊戲項目? 請發送履歷表并簡述你的遊戲經驗給我們吧!If you have experience with video game localization projects and excellent linguistic skills, we would like to hear from you!As a video game translator you will be localizing games for different target audiences taking into account the genre, style and terminology to ensure that players enjoy their gaming experience.Visit www.localsoft.com - Watch our video www.localsoftgames.comRequirements At least two years of experience as a video game translator Good knowledge of game genres and platforms English with full working proficiency Excellent native language skills CAT experience especially MemoQ Consistency, punctuality and an eye for detail Follow instructions, checklists and glossaries Successfully complete tasks to the highest standards respecting the deadline","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Jornada completa,"Servicios y tecnologías de la información ,Software,Videojuegos","Marketing,Relaciones públicas,Redacción y revisión",2021-05-15 13:02:39,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/business-development-representative-spain-with-portuguese-language-at-fortinet-2544752433,"Job DescriptionWe have an exciting opportunity for a Business Developer to drive new business opportunities for our Portuguese sales team by qualifying, nurturing and setting appointments in prospect and dormant accounts.Location: Madrid, SpainLanguages: Fluent/business level Portuguese and English From the start, the Fortinet vision has been to deliver broad, truly integrated, high-performance security across the IT infrastructure. Today, we secure the largest enterprises, service providers and government organizations around the world.Fortinet empowers its customers with intelligent, seamless protection across the expanding attack surface and the power to take on ever-increasing performance requirements of the borderless network – today and into the future. We have proven to be a truly innovative technology driven network security company with over 619 registered Global Patents. This is over 3 times more than our closest most innovative competitor!Our TeamThe Fortinet EMEA Business Development team is a group of highly driven and tenacious professionals, with an entrepreneurial spirit and a hunger for winning. Based in Fortinet offices across some of our key EMEA locations their mission is to drive new business opportunities for our EMEA sales teams by qualifying, nurturing and setting appointments in prospect and dormant accounts.With Us You Will Learn and demonstrate a fundamental understanding of Fortinet’s technology in order to articulate our value proposition to decision-makers, as well as being able to successfully manage and overcome objections. Research customers, identify decision makers, educate prospects and qualify buying interest and sense of urgency. Prospecting into multiple organizations via calling, networking and e-mail, with the help of cutting edge digital platforms for intent based leads such as Bombora and 6Sense, and contact discovery using Linked-In Sales Navigator, Discover.org, and other digital tools and Internet sources, to build and maintain a high quality lead pipeline. Schedule well qualified appointments with key decision makers within targeted companies. Meet and exceed daily and weekly call goals, as well as deliver a high quantity of well qualified sales opportunities. Maintain accurate activity, contact, and account information of all customers and prospects in our CRM (Salesforce). Work closely with Sales, Marketing and other Fortinet business functions in the development of strategic sales approaches.Apply If You Are customer orientated with current experience of inbound and outbound focused sales. Want to grow your career with a leading global cybersecurity company who have experienced 19 successive years of double digit growth. Are a highly motivated self-starter with a competitive personality, strong attention detail and a hunger to win. Have exceptional communication skills, both oral and written, coupled with excellent listening skills and a positive and energetic phone presence. Have the ability to demonstrate an aptitude for technology.What You Can Expect From Us Excellent training and development opportunities, providing you with all the tools you need to be successful. An open working environment, sharing knowledge and information collaboratively and transparently, with respect to everyone’s thoughts and opinions. The opportunity to be part of an innovative, collaborative and winning team. A competitive salary and incentive compensation package, including stock awards, health and welfare benefits.About UsFortinet (NASDAQ: FTNT) secures the largest enterprise, service provider, and government organizations around the world. Fortinet empowers its customers with intelligent, seamless protection across the expanding attack surface and the power to take on ever-increasing performance requirements of the borderless network - today and into the future. Only the Fortinet Security Fabric architecture can deliver security features without compromise to address the most critical security challenges, whether in networked, application, cloud or mobile environments. Fortinet ranks number one in the most security appliances shipped worldwide and more than 450,000 customers trust Fortinet to protect their businesses.","Madrid, Comunidad de Madrid, España",Fortinet,Sin experiencia,Jornada completa,"Servicios y tecnologías de la información ,Seguridad del ordenador y de las redes,Software",Marketing,2021-05-15 13:54:41,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/simplified-chinese-video-game-translator-at-localsoft-s-l-2551318889,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business areas including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently looking for English to Simplified Chinese (EN-ZHS) freelance video game translators to work remotely on our ongoing game projects.你在从事游戏翻译工作吗？想要加入我们正在进行的炫酷游戏项目中吗？如果你的母语为简体中文并且有丰富游戏翻译经验，请现在就发送你的简历并简述你的游戏经验！If you have experience with video game localization projects and excellent linguistic skills, we would like to hear from you!As a video game translator you will be localizing games for different target audiences taking into account the genre, style and terminology to ensure that players enjoy their gaming experience.Visit www.localsoft.com - Watch our video www.localsoftgames.comRequirements At least two years of experience as a video game translator Good knowledge of game genres and platforms English with full working proficiency Excellent native language skills CAT experience especially MemoQ Consistency, punctuality and an eye for detail Follow instructions, checklists and glossaries Successfully complete tasks to the highest standards respecting the deadline","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Jornada completa,"Servicios y tecnologías de la información ,Software,Videojuegos","Marketing,Relaciones públicas,Redacción y revisión",2021-05-15 13:02:48,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/game-tester-indonesian-bahasa-at-localsoft-s-l-2551323040,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business sectors including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring Indonesian Language Game Testers to work in our HQ in Málaga, Spain.If you have previous game testing experience or you are an avid gamer with excellent linguistic skills, we would like to hear from you!As a Game Tester you will be testing games to detect and report grammar, spelling, punctuation and other linguistic and cultural errors in your native language.Watch our video! https //www.localsoftgames.com/Responsibilities Follow company policy and values Follow established processes, instructions and QA checklists Take full ownership of each phase in the project life cycle Successfully complete tasks to the highest standards Be aligned with Localsoft’s security and code of conduct Willingness to learn and improve, support other team members and go the extra mile Requirements English with full working proficiency Excellent native language skills Capacity to work in a multicultural, dynamic and deadline driven work environment Good knowledge of game genres and platforms is a plus Good teamwork and interpersonal skills Proactive and positive “can do” attitude Understanding the importance of quality, customer service, confidentiality and security Benefits Opportunity to work with a professional international team in a dynamic work environment Opportunity to work with renown clients (publishers/developers) Cafeteria & Games Soft Drinks Fresh Fruit Additional Information Valid work permit for Spain is required Testing is performed in Localsoft’s secure testing lab in Málaga, Spain This is an in-house position, remote work is not possible","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Contrato por obra,"Servicios y tecnologías de la información ,Software,Videojuegos",Control de calidad,2021-05-15 13:01:55,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/russian-video-game-translator-at-localsoft-s-l-2551320606,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business areas including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring experienced English to Russian video game translators for temporary in-house game translation projects to work in a team in our Localization Department in our HQ in Málaga, Spain.If you have excellent linguistic skills and experience with video game localization projects or other creative subjects, we would like to hear from you! As a video game translator you will be localizing games to your native language ensuring that the highest quality standards are met at all times.Visit www.localsoft.com - Watch our video www.localsoftgames.comRequirements Valid work permit for Spain Able to participate in a temporary project based in Málaga English with full working proficiency Excellent native language skills University degree in Translation plus 2 years of full-time translation/editing experience in the games industry or 5 years of full-time translation/editing experience in the games industry (or similar) Capacity to work in a multicultural, dynamic and deadline driven office environment  Able to follow instructions, checklists and glossaries  Able to localize a minimum of 2500 words per day with the highest quality standards and respecting deadlines Good teamwork and interpersonal skills, proactive and positive “can do” attitude IT literacy Microsoft Office suite and CAT tool Responsibilities Follow company policy and values Follow established processes and project instructions Take full ownership of each phase in the project life cycle Successfully complete tasks and deadlines to the highest standards Support and help other team members Be aligned with Localsoft’s confidentiality and security policy Benefits Opportunity to work with a professional international team in a dynamic work environment Opportunity to work with renown clients (publishers/developers) Cafeteria & Games Soft drinks Fresh fruit Relocation support Additional Information Valid work permit for Spain is required Work is performed at Localsoft’s office in Málaga, Spain This is a temporary in-house position, remote work is not possible","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Temporal,"Servicios y tecnologías de la información ,Software,Videojuegos","Marketing,Relaciones públicas,Redacción y revisión",2021-05-15 13:02:55,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/japanese-language-editors-at-localsoft-s-l-2551322060,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business areas including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently looking for English to Japanese editors and linguists to work remotely on our ongoing game projects.If you have experience with video game localization projects and excellent linguistic skills, we would like to hear from you!As a video game translator you will be localizing games for different target audiences taking into account the genre, style and terminology to ensure that players enjoy their gaming experience.Visit www.localsoft.com - Watch our video www.localsoftgames.comRequirements At least two years of experience as a video game translator Good knowledge of game genres and platforms English with full working proficiency Excellent native language skills CAT experience especially MemoQ Consistency, punctuality and an eye for detail Follow instructions, checklists and glossaries Successfully complete tasks to the highest standards respecting the deadline","Málaga, Andalucía, España","Localsoft, S.L.",Algo de responsabilidad,Jornada completa,"Servicios y tecnologías de la información ,Software,Videojuegos","Marketing,Relaciones públicas,Redacción y revisión",2021-05-15 13:03:05,2021-05-15 14:00:00
linkedin,https://es.linkedin.com/jobs/view/game-tester-japanese-at-localsoft-s-l-2551321535,"Localsoft, S.L. is a world-class localization company offering translation, testing and audio services. From our headquarters in the Technological Park of Andalucía in Málaga, Spain, we operate both locally and internationally with clients from many different business sectors including leading brands in the Games, IT, Legal, Engineering, Life Sciences, Energy, Finance, Banking and Business industries.We are currently hiring Japanese Language Game Testers to work in our HQ in Málaga, Spain.If you have previous game testing experience or you are an avid gamer with excellent linguistic skills, we would like to hear from you!As a Game Tester you will be testing games to detect and report grammar, spelling, punctuation and other linguistic and cultural errors in your native language.Watch our video! https //www.localsoftgames.com/Responsibilities Follow company policy and values Follow established processes, instructions and QA checklists Take full ownership of each phase in the project life cycle Successfully complete tasks to the highest standards Be aligned with Localsoft’s security and code of conduct Willingness to learn and improve, support other team members and go the extra mile Requirements English with full working proficiency Excellent native language skills Capacity to work in a multicultural, dynamic and deadline driven work environment Good knowledge of game genres and platforms is a plus Good teamwork and interpersonal skills Proactive and positive “can do” attitude Understanding the importance of quality, customer service, confidentiality and security Benefits Opportunity to work with a professional international team in a dynamic work environment Opportunity to work with renown clients (publishers/developers) Cafeteria & Games Soft Drinks Fresh Fruit Additional Information Valid work permit for Spain is required Testing is performed in Localsoft’s secure testing lab in Málaga, Spain This is an in-house position, remote work is not possible","Málaga, Andalucía, España","Localsoft, S.L.",Sin experiencia,Contrato por obra,"Servicios y tecnologías de la información ,Software,Videojuegos",Control de calidad,2021-05-15 13:03:11,2021-05-15 14:00:00
